deprel,yue_count,zh_count,yue_per_1000_tokens,zh_per_1000_tokens,yue_minus_zh_per_1000,yue_per_sentence,zh_per_sentence,yue_minus_zh_per_sentence,yue_head_left_percent,zh_head_left_percent,yue_long_6plus_percent,zh_long_6plus_percent,yue_mean_distance_nonroot,zh_mean_distance_nonroot
cop,75,72,6.817562039814562,9.167303284950345,-2.3497412451357826,0.09339975093399751,0.0896637608966376,0.0037359900373599014,0.0,0.0,13.333333333333334,8.333333333333334,2.7466666666666666,2.4166666666666665
mark:rel,81,84,7.362967002999727,10.695187165775401,-3.3322201627756742,0.10087173100871731,0.10460772104607721,-0.0037359900373599014,95.06172839506173,95.23809523809524,3.7037037037037037,4.761904761904762,1.654320987654321,2.011904761904762
advmod:df,3,0,0.2727024815925825,0.0,0.2727024815925825,0.0037359900373599006,0.0,0.0037359900373599006,100.0,,0.0,,2.0,
obl:patient,2,5,0.181801654395055,0.6366182836771072,-0.45481662928205213,0.0024906600249066002,0.0062266500622665,-0.0037359900373599,0.0,0.0,0.0,0.0,1.0,1.0
obl:agent,3,1,0.2727024815925825,0.12732365673542145,0.14537882485716103,0.0037359900373599006,0.0012453300124533001,0.0024906600249066007,0.0,0.0,0.0,0.0,1.0,1.0
aux:pass,0,2,0.0,0.2546473134708429,-0.2546473134708429,0.0,0.0024906600249066002,-0.0024906600249066002,,0.0,,0.0,,1.5
cc,62,63,5.635851286246705,8.02139037433155,-2.3855390880848457,0.07721046077210461,0.0784557907845579,-0.0012453300124532912,4.838709677419355,3.1746031746031744,8.064516129032258,7.936507936507937,2.532258064516129,2.2857142857142856
csubj,11,11,0.9999090991728025,1.4005602240896358,-0.4006511249168333,0.0136986301369863,0.0136986301369863,0.0,0.0,0.0,18.181818181818183,27.272727272727273,4.2727272727272725,4.2727272727272725
nsubj:pass,1,1,0.0909008271975275,0.12732365673542145,-0.036422829537893955,0.0012453300124533001,0.0012453300124533001,0.0,0.0,0.0,0.0,0.0,5.0,4.0
obj:periph,20,20,1.81801654395055,2.5464731347084286,-0.7284565907578786,0.024906600249066,0.024906600249066,0.0,10.0,0.0,30.0,10.0,4.2,3.5
root,803,803,72.99336423961458,102.24089635854342,-29.247532118928845,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,
