dependent_upos,head_upos,direction,distance_bucket,base_deprel,yue_count,zh_count,yue_per_1000_tokens,zh_per_1000_tokens,absolute_rate_difference
PRON,NOUN,head_right,6+,nsubj,10,3,0.909008271975275,0.3819709702062643,0.5270373017690106
PROPN,VERB,head_right,1-2,nsubj,10,3,0.909008271975275,0.3819709702062643,0.5270373017690106
NOUN,VERB,head_right,6+,nsubj,14,14,1.272611580765385,1.7825311942959001,0.5099196135305151
ADP,VERB,head_right,6+,mark,0,4,0.0,0.5092946269416858,0.5092946269416858
ADV,AUX,head_left,1-2,conj,0,4,0.0,0.5092946269416858,0.5092946269416858
NOUN,VERB,head_right,1-2,advcl,0,4,0.0,0.5092946269416858,0.5092946269416858
PART,NOUN,head_left,3-5,discourse,7,1,0.6363057903826925,0.12732365673542145,0.5089821336472711
PRON,AUX,head_right,1-2,nsubj,7,1,0.6363057903826925,0.12732365673542145,0.5089821336472711
CCONJ,ADJ,head_right,1-2,cc,3,6,0.2727024815925825,0.7639419404125286,0.49123945881994613
PROPN,VERB,head_left,1-2,obl,3,6,0.2727024815925825,0.7639419404125286,0.49123945881994613
DET,NOUN,head_right,6+,det,11,4,0.9999090991728025,0.5092946269416858,0.49061447223111665
VERB,NOUN,head_right,6+,acl,11,4,0.9999090991728025,0.5092946269416858,0.49061447223111665
ADV,ADV,head_left,1-2,advmod,8,2,0.72720661758022,0.2546473134708429,0.4725593041093771
VERB,VERB,head_left,1-2,advcl,8,2,0.72720661758022,0.2546473134708429,0.4725593041093771
ADP,VERB,head_left,3-5,mark,2,5,0.181801654395055,0.6366182836771072,0.45481662928205213
NOUN,ADP,head_left,3-5,obj,2,5,0.181801654395055,0.6366182836771072,0.45481662928205213
VERB,NOUN,head_left,6+,acl,2,5,0.181801654395055,0.6366182836771072,0.45481662928205213
ADV,ADV,head_right,1-2,reparandum,5,0,0.4545041359876375,0.0,0.4545041359876375
NOUN,NOUN,head_right,3-5,obl,5,0,0.4545041359876375,0.0,0.4545041359876375
NOUN,NOUN,head_right,3-5,reparandum,5,0,0.4545041359876375,0.0,0.4545041359876375
PART,CCONJ,head_left,1-2,discourse,5,0,0.4545041359876375,0.0,0.4545041359876375
PART,NUM,head_left,1-2,case,5,0,0.4545041359876375,0.0,0.4545041359876375
PART,VERB,head_right,6+,discourse,5,0,0.4545041359876375,0.0,0.4545041359876375
PRON,PRON,head_right,3-5,reparandum,5,0,0.4545041359876375,0.0,0.4545041359876375
PRON,VERB,head_left,3-5,nsubj,5,0,0.4545041359876375,0.0,0.4545041359876375
PRON,VERB,head_right,1-2,advcl,5,0,0.4545041359876375,0.0,0.4545041359876375
PRON,VERB,head_right,3-5,reparandum,5,0,0.4545041359876375,0.0,0.4545041359876375
SCONJ,VERB,head_left,3-5,mark,5,0,0.4545041359876375,0.0,0.4545041359876375
VERB,VERB,head_right,1-2,advcl,26,22,2.363421507135715,2.8011204481792715,0.43769894104355656
CCONJ,VERB,head_right,1-2,advmod,9,3,0.8181074447777474,0.3819709702062643,0.43613647457148313
PRON,NOUN,head_right,1-2,nsubj,9,3,0.8181074447777474,0.3819709702062643,0.43613647457148313
ADP,VERB,head_right,1-2,case,1,4,0.0909008271975275,0.5092946269416858,0.4183937997441583
PUNCT,ADP,head_left,3-5,punct,1,4,0.0909008271975275,0.5092946269416858,0.4183937997441583
ADJ,VERB,head_left,6+,conj,6,1,0.545404963185165,0.12732365673542145,0.4180813064497435
NOUN,VERB,head_right,6+,obj,6,1,0.545404963185165,0.12732365673542145,0.4180813064497435
PART,ADJ,head_left,3-5,discourse,6,1,0.545404963185165,0.12732365673542145,0.4180813064497435
PRON,NOUN,head_right,6+,nmod,6,1,0.545404963185165,0.12732365673542145,0.4180813064497435
VERB,ADJ,head_left,3-5,conj,6,1,0.545404963185165,0.12732365673542145,0.4180813064497435
ADV,ROOT,ROOT,ROOT,root,13,6,1.1817107535678575,0.7639419404125286,0.4177688131553289
ADP,VERB,head_right,3-5,mark,4,6,0.36360330879011,0.7639419404125286,0.4003386316224186
NOUN,NOUN,head_right,3-5,nsubj,4,6,0.36360330879011,0.7639419404125286,0.4003386316224186
VERB,ADJ,head_left,1-2,conj,4,6,0.36360330879011,0.7639419404125286,0.4003386316224186
VERB,NOUN,head_left,3-5,acl,4,6,0.36360330879011,0.7639419404125286,0.4003386316224186
VERB,NOUN,head_right,3-5,advcl,4,6,0.36360330879011,0.7639419404125286,0.4003386316224186
ADJ,ROOT,ROOT,ROOT,root,63,48,5.726752113444232,6.111535523300229,0.3847834098559968
ADV,NOUN,head_right,6+,advmod,14,13,1.272611580765385,1.6552075375604787,0.3825959567950936
ADJ,VERB,head_left,1-2,xcomp,7,8,0.6363057903826925,1.0185892538833716,0.3822834635006791
AUX,ADJ,head_right,1-2,aux,7,8,0.6363057903826925,1.0185892538833716,0.3822834635006791
CCONJ,VERB,head_right,3-5,cc,7,8,0.6363057903826925,1.0185892538833716,0.3822834635006791
AUX,NOUN,head_right,1-2,aux,0,3,0.0,0.3819709702062643,0.3819709702062643
NOUN,VERB,head_left,3-5,parataxis,0,3,0.0,0.3819709702062643,0.3819709702062643
PART,ADJ,head_left,3-5,mark,0,3,0.0,0.3819709702062643,0.3819709702062643
PROPN,VERB,head_right,6+,vocative,0,3,0.0,0.3819709702062643,0.3819709702062643
ADJ,VERB,head_left,6+,ccomp,3,5,0.2727024815925825,0.6366182836771072,0.3639158020845247
ADV,PRON,head_left,1-2,advmod,4,0,0.36360330879011,0.0,0.36360330879011
ADV,VERB,head_right,3-5,reparandum,4,0,0.36360330879011,0.0,0.36360330879011
INTJ,NOUN,head_left,1-2,discourse,4,0,0.36360330879011,0.0,0.36360330879011
NOUN,VERB,head_left,6+,vocative,4,0,0.36360330879011,0.0,0.36360330879011
PART,NOUN,head_right,3-5,discourse,4,0,0.36360330879011,0.0,0.36360330879011
PRON,VERB,head_left,3-5,iobj,4,0,0.36360330879011,0.0,0.36360330879011
PRON,VERB,head_right,3-5,obl,4,0,0.36360330879011,0.0,0.36360330879011
PUNCT,ADV,head_left,3-5,punct,4,0,0.36360330879011,0.0,0.36360330879011
PUNCT,PRON,head_left,3-5,punct,4,0,0.36360330879011,0.0,0.36360330879011
VERB,ADV,head_right,3-5,advcl,4,0,0.36360330879011,0.0,0.36360330879011
VERB,VERB,head_left,3-5,obj,4,0,0.36360330879011,0.0,0.36360330879011
VERB,VERB,head_right,3-5,ccomp,4,0,0.36360330879011,0.0,0.36360330879011
NOUN,VERB,head_right,3-5,obl,53,35,4.817743841468958,4.45632798573975,0.36141585572920754
PUNCT,NOUN,head_left,6+,punct,13,12,1.1817107535678575,1.5278838808250572,0.34617312725719973
PART,PROPN,head_left,1-2,discourse,8,3,0.72720661758022,0.3819709702062643,0.3452356473739557
SCONJ,VERB,head_right,1-2,mark,30,24,2.727024815925825,3.0557677616501144,0.32874294572428964
NOUN,VERB,head_left,1-2,obl,9,9,0.8181074447777474,1.145912910618793,0.32780546584104564
VERB,NOUN,head_left,1-2,conj,2,4,0.181801654395055,0.5092946269416858,0.3274929725466308
VERB,NOUN,head_right,1-2,nmod,5,1,0.4545041359876375,0.12732365673542145,0.32718047925221605
NOUN,NOUN,head_right,1-2,nmod,54,41,4.908644668666485,5.220269926152279,0.3116252574857947
ADJ,ADJ,head_left,1-2,conj,12,11,1.09080992637033,1.4005602240896358,0.30975029771930584
VERB,ADJ,head_right,6+,advcl,5,6,0.4545041359876375,0.7639419404125286,0.3094378044248911
CCONJ,VERB,head_right,6+,cc,1,3,0.0909008271975275,0.3819709702062643,0.2910701430087368
PROPN,VERB,head_right,1-2,obl,1,3,0.0909008271975275,0.3819709702062643,0.2910701430087368
VERB,NOUN,head_right,1-2,compound,1,3,0.0909008271975275,0.3819709702062643,0.2910701430087368
INTJ,NOUN,head_right,1-2,discourse,6,2,0.545404963185165,0.2546473134708429,0.29075764971432205
NUM,NUM,head_left,1-2,conj,6,2,0.545404963185165,0.2546473134708429,0.29075764971432205
PART,ADV,head_left,1-2,mark,6,2,0.545404963185165,0.2546473134708429,0.29075764971432205
PUNCT,PROPN,head_left,3-5,punct,6,2,0.545404963185165,0.2546473134708429,0.29075764971432205
VERB,ADJ,head_left,6+,conj,6,2,0.545404963185165,0.2546473134708429,0.29075764971432205
PROPN,NOUN,head_right,1-2,compound,11,10,0.9999090991728025,1.2732365673542143,0.27332746818141185
ADV,PRON,head_right,1-2,advmod,4,5,0.36360330879011,0.6366182836771072,0.27301497488699716
NOUN,VERB,head_left,3-5,ccomp,4,5,0.36360330879011,0.6366182836771072,0.27301497488699716
NOUN,VERB,head_left,6+,parataxis,4,5,0.36360330879011,0.6366182836771072,0.27301497488699716
PRON,VERB,head_left,1-2,iobj,4,5,0.36360330879011,0.6366182836771072,0.27301497488699716
ADV,AUX,head_right,3-5,discourse,3,0,0.2727024815925825,0.0,0.2727024815925825
ADV,NOUN,head_right,6+,discourse,3,0,0.2727024815925825,0.0,0.2727024815925825
ADV,VERB,head_left,3-5,conj,3,0,0.2727024815925825,0.0,0.2727024815925825
INTJ,ADV,head_right,1-2,discourse,3,0,0.2727024815925825,0.0,0.2727024815925825
INTJ,NOUN,head_left,3-5,discourse,3,0,0.2727024815925825,0.0,0.2727024815925825
INTJ,NOUN,head_right,3-5,discourse,3,0,0.2727024815925825,0.0,0.2727024815925825
NOUN,ADJ,head_left,3-5,conj,3,0,0.2727024815925825,0.0,0.2727024815925825
NOUN,NOUN,head_right,1-2,nsubj,3,0,0.2727024815925825,0.0,0.2727024815925825
NOUN,NOUN,head_right,3-5,clf,3,0,0.2727024815925825,0.0,0.2727024815925825
PART,NOUN,head_left,6+,discourse,3,0,0.2727024815925825,0.0,0.2727024815925825
PART,PART,head_right,1-2,reparandum,3,0,0.2727024815925825,0.0,0.2727024815925825
PRON,PRON,head_right,1-2,compound,3,0,0.2727024815925825,0.0,0.2727024815925825
PUNCT,NUM,head_left,3-5,punct,3,0,0.2727024815925825,0.0,0.2727024815925825
VERB,ADJ,head_right,1-2,advcl,3,0,0.2727024815925825,0.0,0.2727024815925825
VERB,NOUN,head_right,3-5,case,3,0,0.2727024815925825,0.0,0.2727024815925825
VERB,VERB,head_left,1-2,discourse,3,0,0.2727024815925825,0.0,0.2727024815925825
VERB,VERB,head_right,3-5,obl,3,0,0.2727024815925825,0.0,0.2727024815925825
ADJ,ADJ,head_left,3-5,parataxis,0,2,0.0,0.2546473134708429,0.2546473134708429
ADJ,AUX,head_left,3-5,parataxis,0,2,0.0,0.2546473134708429,0.2546473134708429
ADP,NOUN,head_right,3-5,mark,0,2,0.0,0.2546473134708429,0.2546473134708429
ADP,VERB,head_left,1-2,case,0,2,0.0,0.2546473134708429,0.2546473134708429
ADV,PROPN,head_right,6+,advmod,0,2,0.0,0.2546473134708429,0.2546473134708429
DET,VERB,head_right,3-5,det,0,2,0.0,0.2546473134708429,0.2546473134708429
NOUN,ADJ,head_left,1-2,obj,0,2,0.0,0.2546473134708429,0.2546473134708429
NOUN,ADJ,head_left,3-5,obj,0,2,0.0,0.2546473134708429,0.2546473134708429
NOUN,NOUN,head_left,1-2,parataxis,0,2,0.0,0.2546473134708429,0.2546473134708429
NOUN,NOUN,head_right,3-5,amod,0,2,0.0,0.2546473134708429,0.2546473134708429
NOUN,VERB,head_right,6+,advcl,0,2,0.0,0.2546473134708429,0.2546473134708429
NUM,NOUN,head_left,1-2,nummod,0,2,0.0,0.2546473134708429,0.2546473134708429
NUM,PROPN,head_right,1-2,nummod,0,2,0.0,0.2546473134708429,0.2546473134708429
NUM,VERB,head_right,6+,advcl,0,2,0.0,0.2546473134708429,0.2546473134708429
SCONJ,NOUN,head_right,3-5,mark,0,2,0.0,0.2546473134708429,0.2546473134708429
VERB,ADJ,head_right,1-2,obl,0,2,0.0,0.2546473134708429,0.2546473134708429
VERB,AUX,head_left,3-5,parataxis,0,2,0.0,0.2546473134708429,0.2546473134708429
VERB,DET,head_left,1-2,acl,0,2,0.0,0.2546473134708429,0.2546473134708429
VERB,NOUN,head_right,6+,csubj,0,2,0.0,0.2546473134708429,0.2546473134708429
VERB,PRON,head_left,3-5,parataxis,0,2,0.0,0.2546473134708429,0.2546473134708429
VERB,VERB,head_left,6+,obj,0,2,0.0,0.2546473134708429,0.2546473134708429
ADJ,NOUN,head_right,3-5,amod,7,3,0.6363057903826925,0.3819709702062643,0.2543348201764282
PUNCT,ADV,head_right,1-2,punct,7,3,0.6363057903826925,0.3819709702062643,0.2543348201764282
ADV,ADV,head_right,1-2,advmod,14,8,1.272611580765385,1.0185892538833716,0.2540223268820134
PART,ADJ,head_left,1-2,mark,24,19,2.18161985274066,2.4191494779730074,0.23752962523234755
ADJ,VERB,head_left,6+,parataxis,3,4,0.2727024815925825,0.5092946269416858,0.23659214534910333
ADP,VERB,head_left,6+,mark,3,4,0.2727024815925825,0.5092946269416858,0.23659214534910333
NOUN,ADJ,head_right,1-2,obl,3,4,0.2727024815925825,0.5092946269416858,0.23659214534910333
